5b04. Total dispensed feed for the last 10 days 16/12/2020 16:54:50
09/12/2020,443,20.6,8000,8043,-,-
09/12/2020,379,-,3200,-,-,-
09/12/2020,368,-,500,-,-,-
09/12/2020,330,-,3000,-,-,-
09/12/2020,386,17.7,4500,4469,-,-
09/12/2020,488,-,8000,-,-,-
09/12/2020,493,24.2,8000,7995,-,-
09/12/2020,328,-,8000,-,-,-
09/12/2020,376,-,3000,-,-,-
09/12/2020,394,-,5000,-,-,-
09/12/2020,484,-,8000,-,-,-
09/12/2020,369,-,3000,-,-,-
09/12/2020,355,18.9,4600,4670,-,-
09/12/2020,348,36.0,8500,8500,-,-
09/12/2020,311,10.1,3800,3703,-,-
09/12/2020,511,10.5,7400,7370,-,-
09/12/2020,454,-,9000,-,-,-
09/12/2020,312,17.6,4600,4588,-,-
09/12/2020,359,-,4900,-,-,-
09/12/2020,486,-,4000,-,-,-
09/12/2020,350,21.7,4800,4801,-,-
09/12/2020,337,40.7,8000,7970,-,-
09/12/2020,382,-,4000,-,-,-
09/12/2020,344,-,7400,-,-,-
09/12/2020,504,15.8,8000,7664,-,-
09/12/2020,437,-,8000,-,-,-
09/12/2020,367,-,3800,-,-,-
09/12/2020,254,31.2,6000,5995,-,-
09/12/2020,557,13.7,9000,5761,-,-
09/12/2020,95,-,4000,-,-,-
09/12/2020,552,-,4000,-,-,-
09/12/2020,946,-,4800,-,-,-
09/12/2020,60,-,3000,-,-,-
09/12/2020,240,36.2,4300,4232,-,-
09/12/2020,581,-,4000,-,-,-
09/12/2020,598,-,3000,-,-,-
09/12/2020,794,-,3000,-,-,-
09/12/2020,921,-,3700,-,-,-
09/12/2020,63,17.6,8000,7198,-,-
09/12/2020,56,15.4,4200,3023,-,-
09/12/2020,752,-,500,-,-,-
09/12/2020,278,21.9,4000,3955,-,-
09/12/2020,177,13.8,4100,3356,-,-
09/12/2020,109,-,1000,-,-,-
09/12/2020,952,29.3,8000,8031,-,-
09/12/2020,182,-,3300,-,-,-
09/12/2020,57,-,4000,-,-,-
09/12/2020,259,22.3,4500,4526,-,-
09/12/2020,550,-,4000,-,-,-
09/12/2020,948,-,2000,-,-,-
09/12/2020,599,-,4000,-,-,-
09/12/2020,185,-,3000,-,-,-
09/12/2020,83,13.2,8000,7999,-,-
09/12/2020,91,-,1000,-,-,-
09/12/2020,195,-,2000,-,-,-
09/12/2020,915,-,4800,-,-,-
09/12/2020,202,-,3200,-,-,-
09/12/2020,586,-,5000,-,-,-
09/12/2020,836,-,1900,-,-,-
09/12/2020,593,-,9000,-,-,-
09/12/2020,190,-,1500,-,-,-
09/12/2020,590,-,9000,-,-,-
09/12/2020,914,-,1000,-,-,-
09/12/2020,90,-,3000,-,-,-
09/12/2020,92,-,3000,-,-,-
09/12/2020,584,16.7,8000,7707,-,-
09/12/2020,595,-,4000,-,-,-
09/12/2020,918,-,500,-,-,-
09/12/2020,211,-,3700,-,-,-
09/12/2020,71,-,3000,-,-,-
09/12/2020,73,-,500,-,-,-
09/12/2020,187,-,5200,-,-,-
09/12/2020,806,-,3400,-,-,-
09/12/2020,917,-,1000,-,-,-
09/12/2020,208,-,3400,-,-,-
09/12/2020,585,-,9000,-,-,-
09/12/2020,524,21.8,8000,7998,-,-
09/12/2020,603,-,9000,-,-,-
09/12/2020,295,-,3000,-,-,-
09/12/2020,23,-,500,-,-,-
09/12/2020,660,-,1900,-,-,-
09/12/2020,170,-,3000,-,-,-
09/12/2020,300,14.0,4000,3838,-,-
09/12/2020,26,24.6,6000,5822,-,-
09/12/2020,968,15.1,4400,2725,-,-
09/12/2020,532,20.7,6000,5977,-,-
09/12/2020,18,-,1200,-,-,-
09/12/2020,166,25.1,5800,5815,-,-
09/12/2020,971,21.5,4900,4873,-,-
09/12/2020,527,-,1000,-,-,-
09/12/2020,297,11.9,4000,3314,-,-
09/12/2020,604,-,5000,-,-,-
09/12/2020,531,12.3,4000,3877,-,-
09/12/2020,296,-,4100,-,-,-
09/12/2020,169,41.7,11900,11894,-,-
09/12/2020,969,-,1000,-,-,-
09/12/2020,4,-,800,-,-,-
09/12/2020,539,25.6,8000,7151,-,-
09/12/2020,281,30.8,8000,8033,-,-
09/12/2020,600,-,9000,-,-,-
09/12/2020,661,-,3000,-,-,-
09/12/2020,955,-,4000,-,-,-
09/12/2020,544,-,8000,-,-,-
09/12/2020,523,24.3,8000,7687,-,-
09/12/2020,279,-,1000,-,-,-
09/12/2020,53,19.3,4700,4494,-,-
09/12/2020,167,-,2000,-,-,-
09/12/2020,291,-,3200,-,-,-
09/12/2020,163,-,3000,-,-,-
09/12/2020,535,23.0,8000,6783,-,-
09/12/2020,973,-,4300,-,-,-
09/12/2020,8,-,3000,-,-,-
09/12/2020,43,-,3000,-,-,-
09/12/2020,963,-,1000,-,-,-
09/12/2020,610,-,8000,-,-,-
10/12/2020,91,-,1000,-,-,-
10/12/2020,454,-,9000,-,-,-
10/12/2020,348,34.9,8500,8389,-,-
10/12/2020,806,-,3400,-,-,-
10/12/2020,437,-,8000,-,-,-
10/12/2020,443,21.9,8000,7977,-,-
10/12/2020,447,31.1,8000,7981,-,-
10/12/2020,350,20.4,4900,4889,-,-
10/12/2020,351,-,1000,-,-,-
10/12/2020,109,-,1000,-,-,-
10/12/2020,661,-,3000,-,-,-
10/12/2020,752,-,500,-,-,-
10/12/2020,95,-,4000,-,-,-
10/12/2020,353,24.9,6200,5544,-,-
10/12/2020,166,21.8,5900,5876,-,-
10/12/2020,610,-,8000,-,-,-
10/12/2020,92,-,3000,-,-,-
10/12/2020,794,-,3000,-,-,-
10/12/2020,163,-,3000,-,-,-
10/12/2020,660,-,1900,-,-,-
10/12/2020,836,-,1900,-,-,-
10/12/2020,382,-,4000,-,-,-
10/12/2020,367,-,3800,-,-,-
10/12/2020,43,-,3000,-,-,-
10/12/2020,968,14.0,4400,3333,-,-
10/12/2020,26,27.9,6000,6013,-,-
10/12/2020,963,-,1000,-,-,-
10/12/2020,366,-,1000,-,-,-
10/12/2020,952,29.4,8000,7955,-,-
10/12/2020,56,11.0,4200,3322,-,-
10/12/2020,955,-,4000,-,-,-
10/12/2020,53,18.7,4700,4090,-,-
10/12/2020,383,20.3,4500,4464,-,-
10/12/2020,8,-,3000,-,-,-
10/12/2020,376,-,3000,-,-,-
10/12/2020,369,-,3000,-,-,-
10/12/2020,370,22.5,4800,4846,-,-
10/12/2020,4,-,800,-,-,-
10/12/2020,973,-,4200,-,-,-
10/12/2020,379,-,3200,-,-,-
10/12/2020,368,-,500,-,-,-
10/12/2020,23,-,500,-,-,-
10/12/2020,971,18.9,5100,5118,-,-
10/12/2020,18,-,1200,-,-,-
10/12/2020,969,-,1000,-,-,-
10/12/2020,73,-,500,-,-,-
10/12/2020,915,-,4800,-,-,-
10/12/2020,394,-,5000,-,-,-
10/12/2020,356,24.4,5900,5924,-,-
10/12/2020,71,-,3000,-,-,-
10/12/2020,917,-,1000,-,-,-
10/12/2020,90,-,3000,-,-,-
10/12/2020,402,27.5,8000,7655,-,-
10/12/2020,354,-,1600,-,-,-
10/12/2020,355,20.0,4600,4546,-,-
10/12/2020,83,14.9,8000,7996,-,-
10/12/2020,914,-,1000,-,-,-
10/12/2020,57,-,4000,-,-,-
10/12/2020,946,-,4800,-,-,-
10/12/2020,60,-,3000,-,-,-
10/12/2020,948,-,2000,-,-,-
10/12/2020,386,19.2,4500,4538,-,-
10/12/2020,359,-,4900,-,-,-
10/12/2020,63,21.2,8000,7150,-,-
10/12/2020,918,-,500,-,-,-
10/12/2020,390,19.0,4600,4640,-,-
10/12/2020,389,-,3000,-,-,-
10/12/2020,358,19.7,4600,4670,-,-
10/12/2020,921,-,3700,-,-,-
10/12/2020,291,-,3200,-,-,-
10/12/2020,585,-,9000,-,-,-
10/12/2020,332,-,4000,-,-,-
10/12/2020,487,24.3,5200,5171,-,-
10/12/2020,532,21.2,6200,6273,-,-
10/12/2020,488,-,8000,-,-,-
10/12/2020,312,17.0,4600,4521,-,-
10/12/2020,584,19.5,8000,7823,-,-
10/12/2020,208,-,3200,-,-,-
10/12/2020,535,24.1,8000,7990,-,-
10/12/2020,202,-,3200,-,-,-
10/12/2020,311,11.3,3800,3577,-,-
10/12/2020,590,-,9000,-,-,-
10/12/2020,295,-,3000,-,-,-
10/12/2020,593,-,9000,-,-,-
